OrderID,SalesPersonID,CustomerID,OrderDate,ShipDate,ShippingMethod,ShipMethodID,PaymentMethodID,Freight,TotalSubTotal,TotalTax/Order,TotalDue
ORD-0013087,20,3125,03-09-23,10-09-23,Standard Shipping,1,2,5,259.25,18.15,282.4
ORD-0013088,6,2091,12-05-24,19-05-24,Standard Shipping,1,1,5,731.39,51.19,787.58
ORD-0013089,5,1439,03-03-24,10-03-24,Standard Shipping,1,2,5,661.48,46.3,712.78
ORD-0013090,29,2507,28-09-24,05-10-24,Standard Shipping,1,2,5,309,21.63,335.63
ORD-0013091,26,1312,07-10-24,14-10-24,Standard Shipping,1,2,5,583.05,40.81,628.86
ORD-0013092,12,1497,20-02-24,23-02-24,Express Shipping,2,2,15,1031.79,72.22,1119.01
ORD-0013093,27,1901,27-01-24,03-02-24,Standard Shipping,1,1,5,792.64,55.48,853.12
ORD-0013094,29,1748,23-08-23,30-08-23,Standard Shipping,1,1,5,660.29,46.21,711.5
ORD-0013095,10,3247,17-06-24,17-06-24,Pickup,3,2,0,1133.19,79.33,1212.52
ORD-0013096,17,2986,20-08-23,27-08-23,Standard Shipping,1,1,5,187.6,13.13,205.73
ORD-0013097,12,960,19-09-24,26-09-24,Standard Shipping,1,1,5,848.98,59.43,913.41
ORD-0013098,16,2176,31-07-24,03-08-24,Express Shipping,2,1,15,571.23,39.99,626.22
ORD-0013099,13,2485,02-04-23,09-04-23,Standard Shipping,1,1,5,207.36,14.52,226.88
ORD-0013100,27,2795,11-04-24,18-04-24,Standard Shipping,1,2,5,788.4,55.18,848.58
ORD-0013101,13,1884,22-03-24,25-03-24,Express Shipping,2,1,15,853.47,59.75,928.22
ORD-0013102,21,1174,03-04-23,10-04-23,Standard Shipping,1,2,5,575.95,40.31,621.26
ORD-0013103,25,3197,14-05-23,21-05-23,Standard Shipping,1,1,5,707.28,49.51,761.79
ORD-0013104,25,2208,14-04-23,21-04-23,Standard Shipping,1,2,5,387.83,27.15,419.98
ORD-0013105,7,1024,27-05-24,03-06-24,Standard Shipping,1,2,5,41.47,2.9,49.37
ORD-0013106,15,2507,18-07-23,25-07-23,Standard Shipping,1,1,5,137.46,9.62,152.08
ORD-0013107,5,2395,15-12-23,22-12-23,Standard Shipping,1,1,5,536.23,37.53,578.76
ORD-0013108,28,123,22-11-24,22-11-24,Pickup,3,2,0,405.68,28.39,434.07
ORD-0013109,19,571,26-12-23,02-01-24,Standard Shipping,1,1,5,83.63,5.85,94.48
ORD-0013110,26,2783,30-09-23,03-10-23,Express Shipping,2,1,15,546.48,38.25,599.73
ORD-0013111,2,2067,14-09-23,17-09-23,Express Shipping,2,1,15,145.06,10.15,170.21
ORD-0013112,10,1069,20-10-24,23-10-24,Express Shipping,2,1,15,137,9.59,161.59
ORD-0013113,19,820,14-05-23,21-05-23,Standard Shipping,1,1,5,817.87,57.25,880.12
ORD-0013114,28,1167,19-12-24,26-12-24,Standard Shipping,1,2,5,1022.33,71.57,1098.9
ORD-0013115,2,1120,20-08-24,27-08-24,Standard Shipping,1,2,5,841.34,58.89,905.23
ORD-0013116,1,1156,26-03-23,29-03-23,Express Shipping,2,2,15,441.93,30.94,487.87
ORD-0013117,30,1342,16-10-23,23-10-23,Standard Shipping,1,1,5,752.14,52.64,809.78
ORD-0013118,2,1840,20-05-23,23-05-23,Express Shipping,2,2,15,567.03,39.69,621.72
ORD-0013119,19,1333,10-11-23,13-11-23,Express Shipping,2,2,15,159.16,11.14,185.3
ORD-0013120,11,1877,11-12-24,18-12-24,Standard Shipping,1,2,5,236.58,16.56,258.14
ORD-0013121,3,1304,11-08-24,18-08-24,Standard Shipping,1,1,5,937.41,65.62,1008.03
ORD-0013122,11,44,16-02-23,23-02-23,Standard Shipping,1,2,5,279.58,19.57,304.15
ORD-0013123,9,1818,22-04-24,29-04-24,Standard Shipping,1,2,5,163.38,11.44,179.82
ORD-0013124,4,844,11-03-24,18-03-24,Standard Shipping,1,1,5,843.53,59.05,907.58
ORD-0013125,15,373,24-10-24,31-10-24,Standard Shipping,1,1,5,308.64,21.6,335.24
ORD-0013126,13,20,15-02-24,22-02-24,Standard Shipping,1,1,5,555.34,38.88,599.22
ORD-0013127,10,2918,04-01-23,11-01-23,Standard Shipping,1,2,5,326.12,22.82,353.94
ORD-0013128,6,3151,21-11-24,21-11-24,Pickup,3,1,0,791.01,55.37,846.38
ORD-0013129,27,2987,02-01-23,09-01-23,Standard Shipping,1,2,5,550.53,38.54,594.07
ORD-0013130,6,2445,15-05-23,22-05-23,Standard Shipping,1,2,5,211.73,14.82,231.55
ORD-0013131,14,3374,10-02-23,13-02-23,Express Shipping,2,2,15,272.52,19.08,306.6
ORD-0013132,22,3492,11-12-23,14-12-23,Express Shipping,2,1,15,289.77,20.28,325.05
ORD-0013133,9,1649,30-11-23,03-12-23,Express Shipping,2,2,15,433.95,30.38,479.33
ORD-0013134,3,1259,03-11-24,10-11-24,Standard Shipping,1,2,5,788.42,55.18,848.6
ORD-0013135,30,1314,23-06-23,30-06-23,Standard Shipping,1,1,5,539.73,37.78,582.51
ORD-0013136,21,1231,05-02-24,05-02-24,Pickup,3,2,0,548.6,38.41,587.01
ORD-0013137,14,3457,15-05-24,22-05-24,Standard Shipping,1,1,5,137.9,9.65,152.55
ORD-0013138,6,2394,23-05-23,23-05-23,Pickup,3,2,0,342.34,23.96,366.3
ORD-0013139,4,752,07-05-23,07-05-23,Pickup,3,1,0,226.59,15.86,242.45
ORD-0013140,9,695,30-05-24,06-06-24,Standard Shipping,1,1,5,365.85,25.61,396.46
ORD-0013141,1,1393,31-10-24,31-10-24,Pickup,3,2,0,289.98,20.29,310.27
ORD-0013142,14,2066,02-02-23,09-02-23,Standard Shipping,1,1,5,647.21,45.3,697.51
ORD-0013143,28,403,07-05-24,14-05-24,Standard Shipping,1,1,5,288.33,20.18,313.51
ORD-0013144,9,1376,22-04-24,29-04-24,Standard Shipping,1,1,5,494.63,34.63,534.26
ORD-0013145,27,499,21-04-23,28-04-23,Standard Shipping,1,2,5,211.23,14.78,231.01
ORD-0013146,20,2182,19-11-24,19-11-24,Pickup,3,1,0,741.08,51.88,792.96
ORD-0013147,4,2532,24-02-23,27-02-23,Express Shipping,2,2,15,287.64,20.14,322.78
ORD-0013148,17,1882,16-12-23,23-12-23,Standard Shipping,1,2,5,570.28,39.92,615.2
ORD-0013149,23,768,06-04-23,09-04-23,Express Shipping,2,2,15,399.14,27.94,442.08
ORD-0013150,9,1740,05-06-23,08-06-23,Express Shipping,2,2,15,516.35,36.15,567.5
ORD-0013151,4,2234,06-02-24,13-02-24,Standard Shipping,1,1,5,225.08,15.75,245.83
ORD-0013152,20,1112,21-05-23,28-05-23,Standard Shipping,1,1,5,351.33,24.6,380.93
ORD-0013153,19,3065,05-05-23,12-05-23,Standard Shipping,1,2,5,137.16,9.6,151.76
ORD-0013154,27,2111,11-10-23,18-10-23,Standard Shipping,1,2,5,551.87,38.63,595.5
ORD-0013155,25,858,21-12-24,28-12-24,Standard Shipping,1,2,5,396.66,27.77,429.43
ORD-0013156,21,2708,01-02-24,01-02-24,Pickup,3,2,0,71.65,5.01,76.66
ORD-0013157,4,2698,27-11-24,04-12-24,Standard Shipping,1,1,5,454.11,31.79,490.9
ORD-0013158,6,2243,05-08-23,12-08-23,Standard Shipping,1,2,5,286.43,20.06,311.49
ORD-0013159,22,2489,19-09-23,22-09-23,Express Shipping,2,2,15,872.88,61.1,948.98
ORD-0013160,6,211,28-05-24,04-06-24,Standard Shipping,1,1,5,756.14,52.94,814.08
ORD-0013161,24,3506,13-03-23,13-03-23,Pickup,3,1,0,327.69,22.94,350.63
ORD-0013162,10,404,29-05-23,01-06-23,Express Shipping,2,1,15,791.71,55.42,862.13
ORD-0013163,15,1615,01-07-24,08-07-24,Standard Shipping,1,1,5,499.3,34.94,539.24
ORD-0013164,5,3143,15-08-24,22-08-24,Standard Shipping,1,2,5,558.45,39.09,602.54
ORD-0013165,14,555,09-10-24,12-10-24,Express Shipping,2,1,15,599.52,41.96,656.48
ORD-0013166,2,2336,27-03-23,03-04-23,Standard Shipping,1,1,5,1021.13,71.49,1097.62
ORD-0013167,26,840,20-03-23,27-03-23,Standard Shipping,1,1,5,457.95,32.06,495.01
ORD-0013168,6,2447,17-03-24,24-03-24,Standard Shipping,1,1,5,442.74,30.99,478.73
ORD-0013169,15,2943,12-09-23,15-09-23,Express Shipping,2,2,15,257.85,18.05,290.9
ORD-0013170,6,48,20-02-24,27-02-24,Standard Shipping,1,1,5,266.98,18.69,290.67
ORD-0013171,28,3382,31-07-23,07-08-23,Standard Shipping,1,1,5,337.04,23.6,365.64
ORD-0013172,12,1106,23-08-23,30-08-23,Standard Shipping,1,2,5,451.79,31.62,488.41
ORD-0013173,7,44,02-07-24,09-07-24,Standard Shipping,1,2,5,355.8,24.9,385.7
ORD-0013174,13,3267,19-05-24,26-05-24,Standard Shipping,1,1,5,147.19,10.3,162.49
ORD-0013175,28,677,25-09-23,28-09-23,Express Shipping,2,2,15,301.04,21.08,337.12
ORD-0013176,11,1504,02-08-23,09-08-23,Standard Shipping,1,1,5,365.09,25.55,395.64
ORD-0013177,21,1792,31-10-24,07-11-24,Standard Shipping,1,2,5,137.18,9.6,151.78
ORD-0013178,4,642,13-11-23,16-11-23,Express Shipping,2,2,15,541.92,37.93,594.85
ORD-0013179,25,529,15-07-23,18-07-23,Express Shipping,2,1,15,490.98,34.37,540.35
ORD-0013180,28,3484,28-06-24,05-07-24,Standard Shipping,1,2,5,458.76,32.11,495.87
ORD-0013181,4,696,14-08-24,21-08-24,Standard Shipping,1,2,5,148.05,10.36,163.41
ORD-0013182,2,3241,22-11-23,29-11-23,Standard Shipping,1,2,5,957.84,67.05,1029.89
ORD-0013183,19,2283,23-12-23,30-12-23,Standard Shipping,1,1,5,729.41,51.06,785.47
ORD-0013184,26,1335,05-11-24,08-11-24,Express Shipping,2,1,15,244.3,17.11,276.41
ORD-0013185,16,3394,15-05-23,15-05-23,Pickup,3,2,0,380.79,26.65,407.44
ORD-0013186,13,2348,17-02-24,17-02-24,Pickup,3,1,0,503.81,35.26,539.07
ORD-0013187,9,2704,17-06-24,24-06-24,Standard Shipping,1,2,5,775.46,54.28,834.74
ORD-0013188,8,311,23-10-24,26-10-24,Express Shipping,2,2,15,894.85,62.64,972.49
ORD-0013189,8,1096,27-07-24,03-08-24,Standard Shipping,1,2,5,54.48,3.81,63.29
ORD-0013190,22,2001,19-01-23,26-01-23,Standard Shipping,1,2,5,130.58,9.14,144.72
ORD-0013191,10,2832,04-04-24,07-04-24,Express Shipping,2,1,15,80.7,5.65,101.35
ORD-0013192,4,2601,29-04-23,06-05-23,Standard Shipping,1,2,5,71.88,5.04,81.92
ORD-0013193,27,1321,23-10-24,30-10-24,Standard Shipping,1,1,5,37.08,2.6,44.68
ORD-0013194,11,2032,15-06-24,18-06-24,Express Shipping,2,1,15,915.82,64.1,994.92
ORD-0013195,2,2850,14-10-24,21-10-24,Standard Shipping,1,1,5,417.46,29.21,451.67
ORD-0013196,15,2135,24-02-23,03-03-23,Standard Shipping,1,1,5,385.36,26.97,417.33
ORD-0013197,1,2297,30-03-23,06-04-23,Standard Shipping,1,2,5,497.94,34.86,537.8
ORD-0013198,9,244,22-09-24,29-09-24,Standard Shipping,1,1,5,738.24,51.67,794.91
ORD-0013199,20,3442,18-11-24,25-11-24,Standard Shipping,1,2,5,391.26,27.39,423.65
ORD-0013200,29,1780,02-12-23,09-12-23,Standard Shipping,1,2,5,705.14,49.35,759.49
ORD-0013201,17,2507,08-09-24,15-09-24,Standard Shipping,1,2,5,698.96,48.93,752.89
ORD-0013202,11,3483,02-06-23,09-06-23,Standard Shipping,1,1,5,131.48,9.2,145.68
ORD-0013203,20,2248,16-02-24,16-02-24,Pickup,3,1,0,405.36,28.37,433.73
ORD-0013204,1,2279,26-05-24,02-06-24,Standard Shipping,1,2,5,28.29,1.98,35.27
ORD-0013205,28,1981,21-10-23,21-10-23,Pickup,3,1,0,257.72,18.04,275.76
ORD-0013206,21,2184,07-11-24,07-11-24,Pickup,3,1,0,1124.78,78.73,1203.51
ORD-0013207,12,2082,07-06-23,14-06-23,Standard Shipping,1,2,5,429.68,30.08,464.76
ORD-0013208,16,321,01-07-23,08-07-23,Standard Shipping,1,1,5,592.08,41.44,638.52
ORD-0013209,23,2705,03-03-23,10-03-23,Standard Shipping,1,1,5,291.44,20.4,316.84
ORD-0013210,19,2716,28-04-23,01-05-23,Express Shipping,2,1,15,690,48.3,753.3
ORD-0013211,30,1935,16-04-24,23-04-24,Standard Shipping,1,2,5,302.7,21.19,328.89
ORD-0013212,9,3114,26-05-23,02-06-23,Standard Shipping,1,2,5,261.44,18.3,284.74
ORD-0013213,20,314,03-06-24,10-06-24,Standard Shipping,1,2,5,1121.54,78.51,1205.05
ORD-0013214,7,2897,14-10-24,21-10-24,Standard Shipping,1,2,5,658.73,46.11,709.84
ORD-0013215,20,136,08-07-24,08-07-24,Pickup,3,1,0,303.87,21.27,325.14
ORD-0013216,19,1356,06-07-23,13-07-23,Standard Shipping,1,2,5,1111.12,77.78,1193.9
ORD-0013217,30,1163,11-11-23,18-11-23,Standard Shipping,1,2,5,409.73,28.68,443.41
ORD-0013218,5,2920,25-11-24,28-11-24,Express Shipping,2,2,15,335.52,23.49,374.01
ORD-0013219,19,789,03-07-23,10-07-23,Standard Shipping,1,1,5,791.14,55.38,851.52
ORD-0013220,28,542,29-03-24,05-04-24,Standard Shipping,1,2,5,261.01,18.27,284.28
ORD-0013221,13,996,09-03-23,12-03-23,Express Shipping,2,1,15,1115.25,78.06,1208.31
ORD-0013222,2,3206,26-07-23,26-07-23,Pickup,3,1,0,271.61,19.01,290.62
ORD-0013223,28,1906,19-08-23,26-08-23,Standard Shipping,1,2,5,367.14,25.7,397.84
ORD-0013224,11,800,24-11-24,01-12-24,Standard Shipping,1,2,5,183.57,12.85,201.42
ORD-0013225,8,3384,16-11-23,23-11-23,Standard Shipping,1,2,5,581.87,40.73,627.6
ORD-0013226,19,1816,28-07-24,04-08-24,Standard Shipping,1,2,5,402.77,28.19,435.96
ORD-0013227,20,157,05-11-23,12-11-23,Standard Shipping,1,1,5,95.9,6.71,107.61
ORD-0013228,29,2714,09-04-23,16-04-23,Standard Shipping,1,2,5,387.51,27.12,419.63
ORD-0013229,19,3341,25-02-24,03-03-24,Standard Shipping,1,1,5,1208.91,84.62,1298.53
ORD-0013230,21,3022,20-02-23,27-02-23,Standard Shipping,1,2,5,168.18,11.77,184.95
ORD-0013231,5,202,04-08-23,04-08-23,Pickup,3,2,0,466.92,32.68,499.6
ORD-0013232,2,1074,02-02-23,02-02-23,Pickup,3,1,0,807.18,56.51,863.69
ORD-0013233,16,275,29-09-23,29-09-23,Pickup,3,1,0,912.39,63.87,976.26
ORD-0013234,10,1544,18-01-23,25-01-23,Standard Shipping,1,2,5,1057.44,74.02,1136.46
ORD-0013235,29,1206,09-07-23,16-07-23,Standard Shipping,1,1,5,559.82,39.19,604.01
ORD-0013236,5,530,04-06-23,04-06-23,Pickup,3,1,0,324.91,22.74,347.65
ORD-0013237,11,697,12-06-23,19-06-23,Standard Shipping,1,2,5,744.14,52.09,801.23
ORD-0013238,17,1141,25-12-23,25-12-23,Pickup,3,2,0,433.36,30.34,463.7
ORD-0013239,13,1161,14-12-23,21-12-23,Standard Shipping,1,2,5,553.12,38.72,596.84
ORD-0013240,8,3527,25-01-23,01-02-23,Standard Shipping,1,1,5,852.04,59.64,916.68
ORD-0013241,18,2264,09-09-24,12-09-24,Express Shipping,2,2,15,442.87,31,488.87
ORD-0013242,28,834,27-01-24,30-01-24,Express Shipping,2,2,15,293.33,20.52,328.85
ORD-0013243,30,2168,29-11-24,06-12-24,Standard Shipping,1,2,5,607.88,42.55,655.43
ORD-0013244,5,1200,08-09-23,15-09-23,Standard Shipping,1,2,5,712.65,49.89,767.54
ORD-0013245,14,2796,04-11-23,11-11-23,Standard Shipping,1,1,5,641.93,44.93,691.86
ORD-0013246,15,181,04-09-23,11-09-23,Standard Shipping,1,2,5,714.15,49.99,769.14
ORD-0013247,13,2429,19-05-23,22-05-23,Express Shipping,2,2,15,311.45,21.8,348.25
ORD-0013248,25,2356,13-07-24,20-07-24,Standard Shipping,1,1,5,648.94,45.43,699.37
ORD-0013249,9,1694,02-03-24,09-03-24,Standard Shipping,1,1,5,1052.96,73.7,1131.66
ORD-0013250,11,3049,23-06-23,30-06-23,Standard Shipping,1,1,5,402.16,28.15,435.31
ORD-0013251,7,2969,15-12-23,22-12-23,Standard Shipping,1,1,5,523.9,36.67,565.57
ORD-0013252,12,2464,18-01-24,25-01-24,Standard Shipping,1,2,5,232.82,16.3,254.12
ORD-0013253,17,3122,23-11-23,26-11-23,Express Shipping,2,1,15,257.4,18.02,290.42
ORD-0013254,14,303,23-04-24,26-04-24,Express Shipping,2,1,15,193.68,13.56,222.24
ORD-0013255,13,1359,09-11-24,16-11-24,Standard Shipping,1,1,5,1024.22,71.69,1100.91
ORD-0013256,12,351,26-02-24,04-03-24,Standard Shipping,1,1,5,191.26,13.39,209.65
ORD-0013257,2,1340,29-12-24,05-01-25,Standard Shipping,1,2,5,1100.74,77.05,1182.79
ORD-0013258,8,2466,24-05-23,24-05-23,Pickup,3,2,0,934.48,65.41,999.89
ORD-0013259,5,2815,06-05-23,09-05-23,Express Shipping,2,1,15,758.92,53.13,827.05
ORD-0013260,24,1229,14-12-23,21-12-23,Standard Shipping,1,2,5,314.36,22.01,341.37
ORD-0013261,22,2339,30-08-24,02-09-24,Express Shipping,2,1,15,144.03,10.08,169.11
ORD-0013262,30,958,21-09-23,28-09-23,Standard Shipping,1,2,5,435.21,30.47,470.68
ORD-0013263,10,1407,29-07-24,05-08-24,Standard Shipping,1,2,5,330.88,23.17,359.05
ORD-0013264,13,2567,18-08-24,18-08-24,Pickup,3,1,0,1288.3,90.18,1378.48
ORD-0013265,24,2418,30-12-24,30-12-24,Pickup,3,1,0,195.28,13.67,208.95
ORD-0013266,2,104,31-10-23,07-11-23,Standard Shipping,1,2,5,651.11,45.58,701.69
ORD-0013267,21,593,12-02-24,19-02-24,Standard Shipping,1,2,5,720.57,50.44,776.01
ORD-0013268,8,837,26-02-24,04-03-24,Standard Shipping,1,2,5,207.15,14.5,226.65
ORD-0013269,26,2837,19-12-24,19-12-24,Pickup,3,2,0,967.33,67.71,1035.04
ORD-0013270,7,3240,23-04-24,30-04-24,Standard Shipping,1,2,5,440.11,30.81,475.92
ORD-0013271,13,778,22-12-24,22-12-24,Pickup,3,1,0,355.96,24.91,380.87
ORD-0013272,16,1316,05-09-24,08-09-24,Express Shipping,2,1,15,102.98,7.21,125.19
ORD-0013273,24,4,01-11-24,08-11-24,Standard Shipping,1,2,5,325.18,22.76,352.94
ORD-0013274,24,647,28-10-24,04-11-24,Standard Shipping,1,2,5,570.39,39.93,615.32
ORD-0013275,22,2011,09-06-24,16-06-24,Standard Shipping,1,1,5,788.16,55.18,848.34
ORD-0013276,26,1149,03-11-24,10-11-24,Standard Shipping,1,1,5,87.38,6.12,98.5
ORD-0013277,12,1923,23-05-24,30-05-24,Standard Shipping,1,2,5,878.07,61.46,944.53
ORD-0013278,30,2151,29-11-23,02-12-23,Express Shipping,2,1,15,343,24.01,382.01
ORD-0013279,27,2487,13-06-23,20-06-23,Standard Shipping,1,1,5,1314.07,91.98,1411.05
ORD-0013280,18,2938,26-11-24,29-11-24,Express Shipping,2,1,15,226.27,15.84,257.11
ORD-0013281,28,762,11-05-23,18-05-23,Standard Shipping,1,1,5,715.85,50.11,770.96
ORD-0013282,18,2942,04-05-24,11-05-24,Standard Shipping,1,1,5,274.23,19.2,298.43
ORD-0013283,23,2158,17-07-24,24-07-24,Standard Shipping,1,1,5,253.06,17.71,275.77
ORD-0013284,20,255,22-05-23,29-05-23,Standard Shipping,1,2,5,438.03,30.66,473.69
ORD-0013285,29,2283,14-09-24,14-09-24,Pickup,3,1,0,666.92,46.69,713.61
ORD-0013286,17,276,17-07-23,20-07-23,Express Shipping,2,2,15,1055.68,73.9,1144.58
ORD-0013287,18,2561,22-05-24,25-05-24,Express Shipping,2,2,15,561.99,39.34,616.33
ORD-0013288,15,3004,14-07-23,17-07-23,Express Shipping,2,1,15,313.2,21.92,350.12
ORD-0013289,14,1184,03-04-23,10-04-23,Standard Shipping,1,1,5,839.64,58.77,903.41
ORD-0013290,18,308,29-05-24,05-06-24,Standard Shipping,1,2,5,905.58,63.4,973.98
ORD-0013291,7,95,21-11-23,24-11-23,Express Shipping,2,2,15,427.6,29.93,472.53
ORD-0013292,28,411,30-12-23,06-01-24,Standard Shipping,1,1,5,925.4,64.78,995.18
ORD-0013293,22,252,11-01-23,18-01-23,Standard Shipping,1,1,5,296.55,20.76,322.31
ORD-0013294,2,1204,26-04-24,03-05-24,Standard Shipping,1,1,5,443.9,31.08,479.98
ORD-0013295,27,2257,07-12-24,14-12-24,Standard Shipping,1,2,5,144.08,10.09,159.17
ORD-0013296,18,1441,26-01-24,02-02-24,Standard Shipping,1,1,5,17.95,1.26,24.21
ORD-0013297,11,198,10-04-23,17-04-23,Standard Shipping,1,2,5,48.5,3.4,56.9
ORD-0013298,4,942,12-09-24,12-09-24,Pickup,3,2,0,830.09,58.1,888.19
ORD-0013299,29,3027,19-02-24,26-02-24,Standard Shipping,1,1,5,399.86,27.99,432.85
ORD-0013300,19,431,19-03-24,26-03-24,Standard Shipping,1,1,5,619.16,43.34,667.5
ORD-0013301,4,2450,15-11-23,18-11-23,Express Shipping,2,2,15,213.1,14.92,243.02
ORD-0013302,30,2101,11-03-23,14-03-23,Express Shipping,2,1,15,17.58,1.23,33.81
ORD-0013303,24,2930,11-03-23,18-03-23,Standard Shipping,1,2,5,344.77,24.14,373.91
ORD-0013304,2,2624,17-01-23,24-01-23,Standard Shipping,1,1,5,758.23,53.08,816.31
ORD-0013305,22,659,03-11-23,03-11-23,Pickup,3,1,0,1008.3,70.58,1078.88
ORD-0013306,23,817,21-04-24,28-04-24,Standard Shipping,1,1,5,43.05,3.01,51.06
ORD-0013307,11,1327,02-03-24,09-03-24,Standard Shipping,1,2,5,278.89,19.52,303.41
ORD-0013308,2,2216,04-11-24,07-11-24,Express Shipping,2,1,15,741.25,51.89,808.14
ORD-0013309,28,1171,06-02-24,13-02-24,Standard Shipping,1,2,5,375.98,26.32,407.3
ORD-0013310,23,2720,15-06-23,22-06-23,Standard Shipping,1,2,5,462.38,32.37,499.75
ORD-0013311,27,2258,02-07-23,09-07-23,Standard Shipping,1,2,5,931.49,65.21,1001.7
ORD-0013312,17,2255,14-09-24,17-09-24,Express Shipping,2,1,15,523.05,36.62,574.67
ORD-0013313,17,1999,29-04-23,06-05-23,Standard Shipping,1,2,5,620.19,43.41,668.6
ORD-0013314,6,1895,05-07-24,08-07-24,Express Shipping,2,1,15,142.39,9.97,167.36
ORD-0013315,4,2501,11-11-23,18-11-23,Standard Shipping,1,2,5,121.9,8.53,135.43
ORD-0013316,12,1952,27-10-24,03-11-24,Standard Shipping,1,1,5,605.79,42.4,653.19
ORD-0013317,11,3384,22-07-23,29-07-23,Standard Shipping,1,2,5,1160.31,81.23,1246.54
ORD-0013318,14,1674,15-07-23,22-07-23,Standard Shipping,1,1,5,1014.54,71.02,1090.56
ORD-0013319,23,2029,04-02-24,11-02-24,Standard Shipping,1,2,5,846.92,59.29,911.21
ORD-0013320,22,2890,03-12-24,10-12-24,Standard Shipping,1,2,5,693.9,48.58,747.48
ORD-0013321,11,987,09-07-23,16-07-23,Standard Shipping,1,1,5,192.22,13.46,210.68
ORD-0013322,30,2503,26-05-23,26-05-23,Pickup,3,1,0,322.11,22.54,344.65
ORD-0013323,16,1119,26-04-24,03-05-24,Standard Shipping,1,1,5,609.44,42.66,657.1
ORD-0013324,11,814,01-08-24,08-08-24,Standard Shipping,1,1,5,33.42,2.34,40.76
ORD-0013325,16,2281,26-09-24,03-10-24,Standard Shipping,1,2,5,133.01,9.31,147.32
ORD-0013326,4,1051,14-10-24,21-10-24,Standard Shipping,1,2,5,877.98,61.47,944.45
ORD-0013327,14,242,04-11-23,11-11-23,Standard Shipping,1,2,5,372.31,26.07,403.38
ORD-0013328,8,3349,03-02-24,10-02-24,Standard Shipping,1,2,5,455.13,31.86,491.99
ORD-0013329,13,2561,16-06-24,23-06-24,Standard Shipping,1,1,5,462.42,32.37,499.79
ORD-0013330,14,987,24-02-24,02-03-24,Standard Shipping,1,2,5,858.13,60.07,923.2
ORD-0013331,20,978,13-05-24,13-05-24,Pickup,3,1,0,539.45,37.77,577.22
ORD-0013332,27,2031,01-06-24,08-06-24,Standard Shipping,1,2,5,492.37,34.47,531.84
ORD-0013333,16,1817,22-04-24,29-04-24,Standard Shipping,1,1,5,283.68,19.86,308.54
ORD-0013334,5,937,16-12-23,23-12-23,Standard Shipping,1,2,5,816.6,57.15,878.75
ORD-0013335,8,3151,18-11-24,25-11-24,Standard Shipping,1,1,5,452.96,31.71,489.67
ORD-0013336,25,3389,03-02-24,10-02-24,Standard Shipping,1,2,5,499.25,34.95,539.2
ORD-0013337,15,246,19-09-23,26-09-23,Standard Shipping,1,2,5,428.59,29.99,463.58
ORD-0013338,8,501,23-04-24,30-04-24,Standard Shipping,1,1,5,511,35.77,551.77
ORD-0013339,10,3461,03-10-24,03-10-24,Pickup,3,2,0,751.71,52.62,804.33
ORD-0013340,24,293,28-10-23,04-11-23,Standard Shipping,1,2,5,278.22,19.48,302.7
ORD-0013341,14,1512,18-11-24,25-11-24,Standard Shipping,1,1,5,851.55,59.61,916.16
ORD-0013342,29,390,06-02-24,13-02-24,Standard Shipping,1,1,5,275.33,19.27,299.6
ORD-0013343,30,1695,18-12-23,25-12-23,Standard Shipping,1,1,5,404.74,28.33,438.07
ORD-0013344,18,233,06-01-24,13-01-24,Standard Shipping,1,2,5,1121.24,78.49,1204.73
ORD-0013345,5,3147,03-09-23,03-09-23,Pickup,3,2,0,375.85,26.31,402.16
ORD-0013346,13,576,09-04-23,12-04-23,Express Shipping,2,1,15,312.24,21.86,349.1
ORD-0013347,19,2744,08-02-24,15-02-24,Standard Shipping,1,1,5,264.97,18.55,288.52
ORD-0013348,28,2132,12-01-23,19-01-23,Standard Shipping,1,1,5,534.56,37.42,576.98
ORD-0013349,24,1074,14-08-23,21-08-23,Standard Shipping,1,2,5,221.05,15.47,241.52
ORD-0013350,16,249,27-11-23,30-11-23,Express Shipping,2,2,15,297.09,20.8,332.89
ORD-0013351,6,8,22-07-23,29-07-23,Standard Shipping,1,1,5,420.94,29.47,455.41
ORD-0013352,5,376,10-03-23,17-03-23,Standard Shipping,1,2,5,248.74,17.41,271.15
ORD-0013353,19,1201,25-05-23,01-06-23,Standard Shipping,1,2,5,17.37,1.22,23.59
ORD-0013354,5,1199,07-11-23,10-11-23,Express Shipping,2,2,15,946.99,66.29,1028.28
ORD-0013355,16,81,01-09-23,04-09-23,Express Shipping,2,2,15,930.79,65.16,1010.95
ORD-0013356,17,636,02-10-24,09-10-24,Standard Shipping,1,1,5,879.67,61.58,946.25
ORD-0013357,2,1579,09-07-24,16-07-24,Standard Shipping,1,2,5,144.22,10.1,159.32
ORD-0013358,28,3063,26-01-24,02-02-24,Standard Shipping,1,2,5,517.67,36.23,558.9
ORD-0013359,2,3349,07-05-23,14-05-23,Standard Shipping,1,1,5,782.71,54.79,842.5
ORD-0013360,23,3070,24-04-24,01-05-24,Standard Shipping,1,2,5,184.8,12.94,202.74
ORD-0013361,20,1051,07-05-24,14-05-24,Standard Shipping,1,1,5,696.24,48.74,749.98
ORD-0013362,27,3139,24-03-24,24-03-24,Pickup,3,2,0,536.14,37.52,573.66
