ProductID,ProductName,Brand,SubCategoryID,UsageFrequency,UnitPrice,Rating,NumberOfReviews,ProductSize,SkinType,GenderTarget,PackagingType,MainIngredient,CrueltyFree2,CountryOfOrigin
11065,Super Lipstick,Bite Beauty,2,Monthly,105.15,4.9,5940,250ml,Dry,Unisex,Jar,Salicylic Acid,1,Japan
11066,Perfect Eye Shadow,Milk Makeup,5,Occasional,18.32,2.4,7000,30ml,Oily,Female,Spray,Glycerin,0,Japan
11067,Super Face Oil,Ilia Beauty,10,Daily,26.27,4.7,9423,30ml,Sensitive,Unisex,Compact,Retinol,1,South Korea
11068,Divine Highlighter,Rare Beauty,14,Weekly,73.46,2.5,7056,50ml,Oily,Male,Tube,Salicylic Acid,0,Italy
11069,Perfect Face Mask,Perricone MD,2,Weekly,70.82,4.9,7477,50ml,Combination,Female,Stick,Retinol,0,Germany
11070,Divine BB Cream,Tarte,14,Occasional,123.17,3.7,8708,250ml,Dry,Female,Spray,Aloe Vera,1,South Korea
11071,Super Blush,Tarte,18,Daily,106.93,1.6,5541,30ml,Normal,Female,Tube,Glycerin,0,Italy
11072,Perfect Face Mask,Pat McGrath Labs,19,Daily,68.79,2.8,320,50ml,Dry,Unisex,Tube,Hyaluronic Acid,0,Australia
11073,Divine Blush,Patrick Ta,14,Daily,56.4,4.3,1380,250ml,Normal,Male,Compact,Glycerin,1,USA
11074,Divine Setting Spray,Perricone MD,6,Daily,12.36,2.6,5280,200ml,Combination,Female,Compact,Aloe Vera,0,Japan
11075,Super Concealer,Sisley,11,Weekly,14.55,3.4,6798,250ml,Sensitive,Unisex,Bottle,Vitamin C,1,Italy
11076,Divine Mascara,Sisley,13,Daily,81.98,1.1,3352,50ml,Sensitive,Male,Bottle,Shea Butter,1,Italy
11077,Super Eyeliner,Morphe,7,Monthly,114.86,4.4,6019,30ml,Oily,Unisex,Jar,Glycerin,0,France
11078,Ultra CC Cream,Perricone MD,13,Daily,107.92,2.2,1995,50ml,Oily,Male,Compact,Salicylic Acid,0,USA
11079,Perfect Primer,Tarte,3,Daily,91.69,3.5,1052,150ml,Oily,Unisex,Bottle,Hyaluronic Acid,1,USA
11080,Ultra Face Oil,Juvia’s Place,8,Weekly,108.46,1.1,7004,150ml,Normal,Unisex,Compact,Salicylic Acid,0,UK
11081,Perfect Moisturizer,Ilia Beauty,10,Monthly,13.48,3.8,7598,50ml,Dry,Female,Compact,Shea Butter,1,Australia
11082,Magic Lip Gloss,Bourjois,20,Weekly,104.39,1.8,265,100ml,Normal,Female,Jar,Retinol,1,Germany
11083,Magic Primer,Huda Beauty,5,Weekly,143.65,3.5,86,50ml,Oily,Unisex,Bottle,Hyaluronic Acid,1,Germany
11084,Divine Setting Spray,E.l.f.,15,Daily,124.12,4.2,3574,100ml,Combination,Female,Tube,Aloe Vera,0,Germany
11085,Perfect Serum,Patrick Ta,3,Weekly,113.09,4.9,3571,100ml,Dry,Female,Stick,Retinol,1,Germany
11086,Divine Makeup Remover,RMS Beauty,2,Monthly,127.51,2.5,8297,50ml,Dry,Unisex,Bottle,Salicylic Acid,0,France
11087,Super Primer,Make Up For Ever,6,Occasional,97.72,4.2,6047,250ml,Oily,Male,Compact,Hyaluronic Acid,0,USA
11088,Super Setting Spray,Milk Makeup,12,Monthly,111.32,1.5,2863,30ml,Combination,Unisex,Jar,Salicylic Acid,0,Japan
11089,Magic Contour,Natasha Denona,13,Weekly,58.83,3.5,7658,100ml,Sensitive,Male,Stick,Retinol,0,Germany
11090,Super Contour,Bite Beauty,18,Daily,149.37,2.2,1409,250ml,Combination,Male,Compact,Vitamin C,0,South Korea
11091,Magic Mascara,Perricone MD,3,Daily,70.65,1.6,9423,150ml,Combination,Unisex,Stick,Aloe Vera,1,Japan
11092,Perfect Eye Shadow,Sisley,24,Occasional,149.15,3,3292,200ml,Oily,Male,Bottle,Aloe Vera,0,Australia
11093,Perfect Powder,Farsali,10,Daily,96.03,3.4,3739,150ml,Combination,Male,Tube,Hyaluronic Acid,0,Italy
11094,Ultra Primer,KVD Beauty,18,Occasional,114.63,3.9,6490,150ml,Sensitive,Female,Compact,Aloe Vera,0,Italy
11095,Super Mascara,ColourPop,18,Daily,96.18,4.8,4292,50ml,Combination,Male,Jar,Salicylic Acid,1,Japan
11096,Divine Blush,Danessa Myricks,3,Occasional,75.41,2.9,641,200ml,Normal,Male,Compact,Salicylic Acid,0,Australia
11097,Super Highlighter,Fenty Beauty,9,Daily,132.75,4.5,7172,200ml,Sensitive,Unisex,Compact,Hyaluronic Acid,0,France
11098,Magic Face Oil,IT Cosmetics,6,Monthly,69.14,1.7,1942,100ml,Sensitive,Female,Tube,Vitamin C,0,Italy
11099,Ultra Mascara,Natasha Denona,7,Occasional,42.57,2,2795,200ml,Sensitive,Female,Spray,Vitamin C,0,South Korea
11100,Divine Moisturizer,IT Cosmetics,2,Occasional,116.33,2.7,8143,50ml,Combination,Female,Jar,Retinol,0,South Korea
11101,Magic Foundation,Laura Mercier,16,Monthly,93.66,4.9,6006,30ml,Oily,Male,Stick,Aloe Vera,1,France
11102,Magic BB Cream,Sisley,11,Occasional,18.09,4.1,7194,50ml,Oily,Female,Jar,Shea Butter,1,Australia
11103,Super Cleanser,Bite Beauty,18,Daily,38.46,1.8,4358,30ml,Dry,Female,Jar,Aloe Vera,1,USA
11104,Ultra Lipstick,Natasha Denona,15,Weekly,148.94,1.9,1851,50ml,Normal,Male,Jar,Shea Butter,1,Australia
11105,Magic Bronzer,E.l.f.,14,Monthly,117.79,4.2,4431,50ml,Oily,Female,Stick,Retinol,1,UK
11106,Magic Mascara,Rare Beauty,20,Occasional,21.44,3.3,3516,150ml,Dry,Unisex,Tube,Shea Butter,1,South Korea
11107,Divine Lipstick,Kiehl’s,18,Weekly,68.47,1.4,7325,30ml,Normal,Male,Bottle,Hyaluronic Acid,0,Germany
11108,Super Mascara,Tarte,16,Monthly,112.53,3.5,5398,50ml,Normal,Female,Bottle,Vitamin C,1,South Korea
11109,Super Eye Shadow,Charlotte Tilbury,1,Weekly,26.72,3.7,7845,30ml,Combination,Unisex,Jar,Salicylic Acid,0,South Korea
11110,Super Bronzer,ColourPop,7,Occasional,129.7,3.9,5941,100ml,Sensitive,Unisex,Bottle,Retinol,1,UK
11111,Super Lip Gloss,Farsali,21,Weekly,70.14,2.4,5153,250ml,Sensitive,Unisex,Spray,Hyaluronic Acid,0,Japan
11112,Perfect Eyeliner,Danessa Myricks,2,Monthly,46.94,1.7,5086,150ml,Normal,Female,Tube,Aloe Vera,1,Japan
11113,Super Face Oil,Bite Beauty,19,Weekly,113.04,4.1,6626,30ml,Sensitive,Male,Bottle,Shea Butter,1,Australia
11114,Super Face Oil,Too Faced,11,Occasional,61.89,4.8,2211,250ml,Normal,Unisex,Compact,Shea Butter,0,USA
11115,Ultra Foundation,ColourPop,18,Monthly,86.03,2.7,9674,30ml,Dry,Female,Spray,Vitamin C,1,Australia
11116,Ultra Eyeliner,Drunk Elephant,20,Weekly,112.46,3.1,2803,150ml,Oily,Unisex,Stick,Retinol,0,South Korea
11117,Magic Serum,Milk Makeup,4,Weekly,80.8,4.7,3941,250ml,Dry,Unisex,Jar,Vitamin C,1,Australia
11118,Divine Concealer,ColourPop,5,Occasional,20.96,2.5,3979,50ml,Oily,Female,Jar,Shea Butter,0,South Korea
11119,Ultra Highlighter,Clinique,24,Occasional,77.5,2.7,9632,50ml,Oily,Male,Tube,Hyaluronic Acid,0,Germany
11120,Super Cleanser,NARS,12,Monthly,147.72,3,1777,100ml,Normal,Male,Bottle,Aloe Vera,1,South Korea
11121,Divine Bronzer,Danessa Myricks,23,Weekly,113.82,4.3,6803,30ml,Sensitive,Male,Jar,Glycerin,0,South Korea
11122,Ultra Highlighter,Tarte,3,Weekly,97.16,3.7,3919,100ml,Dry,Male,Jar,Hyaluronic Acid,1,Germany
11123,Magic Makeup Remover,Ilia Beauty,20,Weekly,131.58,1.2,3288,100ml,Dry,Female,Tube,Shea Butter,0,Australia
11124,Super Foundation,Urban Decay,1,Weekly,94.25,4.3,4675,250ml,Dry,Male,Stick,Retinol,1,UK
11125,Ultra Lipstick,Huda Beauty,24,Weekly,88.76,4,4155,150ml,Combination,Female,Stick,Glycerin,0,USA
11126,Divine Face Mask,Pat McGrath Labs,12,Occasional,31.03,3.1,4131,200ml,Oily,Female,Tube,Salicylic Acid,0,Italy
11127,Magic Lip Gloss,Charlotte Tilbury,7,Monthly,70.94,1.3,9630,200ml,Sensitive,Female,Tube,Shea Butter,1,Japan
11128,Super Serum,Tatcha,15,Daily,131.94,2.6,2233,30ml,Combination,Male,Stick,Retinol,0,Japan
11129,Divine Blush,Juvia’s Place,24,Weekly,86.52,2.1,7050,30ml,Normal,Unisex,Stick,Aloe Vera,1,Germany
11130,Ultra Primer,Ilia Beauty,19,Weekly,121.53,3.4,9646,250ml,Sensitive,Unisex,Stick,Glycerin,1,Italy
11131,Super Makeup Remover,Perricone MD,13,Monthly,118.4,3.6,2679,100ml,Sensitive,Unisex,Compact,Vitamin C,0,France
11132,Super Contour,Sisley,15,Weekly,27.98,2,9690,200ml,Normal,Male,Jar,Shea Butter,0,USA
11133,Magic Cleanser,Pat McGrath Labs,12,Daily,80.57,2.5,6334,100ml,Sensitive,Female,Tube,Aloe Vera,1,Germany
11134,Ultra Highlighter,Perricone MD,19,Monthly,35.8,4,1556,100ml,Oily,Unisex,Tube,Glycerin,0,Germany
11135,Divine Highlighter,Drunk Elephant,6,Monthly,35.34,2.1,7464,250ml,Dry,Female,Stick,Glycerin,1,UK
11136,Divine Contour,Sisley,14,Occasional,117.06,4.6,5268,30ml,Oily,Male,Stick,Glycerin,1,Australia
11137,Super BB Cream,Perricone MD,8,Daily,37.62,3.4,4597,50ml,Dry,Male,Tube,Vitamin C,0,Germany
11138,Magic Lip Gloss,Patrick Ta,3,Daily,113.86,2.6,4986,100ml,Normal,Male,Compact,Vitamin C,0,UK
11139,Magic Foundation,Yves Saint Laurent,2,Monthly,112.22,2.2,9639,100ml,Combination,Female,Spray,Salicylic Acid,0,Italy
11140,Magic BB Cream,Make Up For Ever,7,Monthly,39.71,3.1,2492,30ml,Dry,Male,Stick,Hyaluronic Acid,0,UK
11141,Super Primer,Kiehl’s,13,Weekly,101.87,2.2,261,250ml,Normal,Unisex,Compact,Vitamin C,1,Germany
11142,Perfect Face Oil,Milk Makeup,12,Daily,40.62,1.6,2915,200ml,Dry,Male,Stick,Shea Butter,1,USA
11143,Ultra Contour,Charlotte Tilbury,10,Daily,69.47,2.8,9767,100ml,Combination,Unisex,Jar,Aloe Vera,0,Australia
11144,Divine Makeup Remover,Patrick Ta,19,Weekly,83.95,1.8,729,50ml,Dry,Female,Jar,Shea Butter,0,France
11145,Super Highlighter,Morphe,17,Daily,59.19,1.9,6949,150ml,Dry,Female,Jar,Shea Butter,0,South Korea
11146,Super Eyeliner,Tatcha,1,Daily,50.16,3.8,5232,200ml,Oily,Unisex,Compact,Hyaluronic Acid,1,South Korea
11147,Ultra Mascara,Hourglass,23,Weekly,97.7,2.5,8858,50ml,Dry,Female,Jar,Salicylic Acid,0,Japan
11148,Ultra Face Mask,Danessa Myricks,16,Daily,49.24,4.4,1473,100ml,Combination,Female,Stick,Salicylic Acid,0,Australia
11149,Magic Face Oil,RMS Beauty,8,Occasional,106.89,4.8,4232,150ml,Sensitive,Female,Tube,Vitamin C,0,France
11150,Ultra Face Oil,Glossier,24,Occasional,35.46,3.7,6685,200ml,Sensitive,Unisex,Jar,Retinol,1,Germany
11151,Divine Exfoliator,Huda Beauty,23,Weekly,44.92,1.7,8967,100ml,Combination,Male,Spray,Vitamin C,0,Australia
11152,Perfect BB Cream,Becca,15,Daily,124.65,1.2,4730,50ml,Dry,Male,Tube,Salicylic Acid,1,USA
11153,Perfect CC Cream,Shiseido,3,Monthly,52.94,4.5,9598,150ml,Normal,Male,Jar,Salicylic Acid,1,France
11154,Magic Face Mask,Bite Beauty,10,Occasional,138.24,1.9,7715,250ml,Dry,Unisex,Compact,Aloe Vera,1,Germany
11155,Perfect Lip Gloss,E.l.f.,1,Daily,49.74,4.5,516,100ml,Dry,Unisex,Tube,Retinol,0,South Korea
11156,Ultra Bronzer,Milk Makeup,7,Occasional,67.17,4.2,3268,150ml,Oily,Female,Spray,Hyaluronic Acid,1,Japan
11157,Perfect Lip Gloss,Charlotte Tilbury,7,Monthly,36.48,3.8,8060,30ml,Sensitive,Unisex,Bottle,Glycerin,0,South Korea
11158,Perfect BB Cream,NARS,4,Weekly,137.82,4.8,7155,100ml,Oily,Female,Stick,Shea Butter,0,UK
11159,Ultra Blush,Anastasia Beverly Hills,24,Weekly,85.97,4.6,7172,50ml,Dry,Unisex,Stick,Salicylic Acid,1,UK
11160,Super Concealer,Hourglass,21,Weekly,96.74,1.2,6089,150ml,Sensitive,Male,Spray,Hyaluronic Acid,0,South Korea
11161,Perfect Face Oil,Drunk Elephant,8,Daily,120.57,3.1,263,100ml,Normal,Male,Stick,Hyaluronic Acid,1,Germany
11162,Divine Face Mask,Tarte,3,Weekly,14.2,3.4,9906,50ml,Oily,Female,Stick,Retinol,0,Australia
11163,Perfect Foundation,Bite Beauty,21,Monthly,33.43,4.6,7665,50ml,Dry,Unisex,Compact,Aloe Vera,0,France
11164,Super Eye Shadow,Sisley,8,Monthly,16.01,2.6,8338,200ml,Normal,Unisex,Tube,Aloe Vera,0,UK
11165,Divine Face Oil,Glossier,13,Daily,35.1,3.8,8927,150ml,Combination,Male,Tube,Shea Butter,0,Germany
11166,Ultra Bronzer,Tarte,12,Occasional,99.54,1.8,7651,50ml,Normal,Male,Tube,Glycerin,1,Australia
11167,Magic Lip Liner,RMS Beauty,22,Occasional,136.67,4.2,2160,150ml,Normal,Male,Jar,Aloe Vera,0,South Korea
11168,Ultra CC Cream,Sisley,1,Daily,134.97,4.3,6828,50ml,Oily,Female,Spray,Retinol,1,South Korea
11169,Ultra BB Cream,Rare Beauty,17,Occasional,11.07,3.8,6881,150ml,Normal,Female,Compact,Salicylic Acid,1,UK
11170,Divine Blush,Drunk Elephant,22,Daily,55.87,3.3,1561,50ml,Combination,Unisex,Jar,Aloe Vera,1,Germany
11171,Ultra Highlighter,Tarte,20,Weekly,73.81,1.9,2657,250ml,Oily,Male,Jar,Glycerin,0,Japan
11172,Magic Face Oil,Farsali,4,Occasional,64.55,1.4,1788,150ml,Combination,Unisex,Compact,Retinol,1,Japan
11173,Super Eye Shadow,Kiehl’s,10,Daily,136.04,3.6,4886,150ml,Sensitive,Female,Stick,Hyaluronic Acid,0,Australia
11174,Divine Makeup Remover,Juvia’s Place,8,Daily,44.63,2.6,9476,50ml,Normal,Female,Stick,Salicylic Acid,0,South Korea
11175,Divine Serum,KVD Beauty,12,Monthly,86.07,4.9,675,200ml,Sensitive,Female,Jar,Shea Butter,0,UK
11176,Magic Bronzer,Tatcha,23,Monthly,63.88,1.9,4661,30ml,Sensitive,Male,Stick,Glycerin,1,USA
11177,Divine Highlighter,Fenty Beauty,19,Daily,25.19,4.6,5852,100ml,Normal,Female,Spray,Salicylic Acid,1,Italy
11178,Magic Contour,Perricone MD,11,Daily,132.12,3.1,9256,50ml,Oily,Unisex,Bottle,Vitamin C,0,Germany
11179,Ultra Foundation,Milk Makeup,19,Daily,58.1,2.3,4194,100ml,Dry,Unisex,Spray,Hyaluronic Acid,0,Japan
11180,Divine Cleanser,ColourPop,17,Occasional,112.53,1.5,2224,250ml,Combination,Male,Stick,Glycerin,0,Japan
11181,Super Makeup Remover,Morphe,17,Occasional,54.46,4.5,5948,100ml,Normal,Unisex,Jar,Glycerin,0,Japan
11182,Divine Makeup Remover,Glossier,20,Daily,27.43,1.5,3889,100ml,Normal,Male,Bottle,Retinol,1,Japan
11183,Magic Blush,Clinique,10,Daily,31.25,4.9,288,200ml,Combination,Female,Spray,Shea Butter,0,UK
11184,Magic Face Oil,Kiehl’s,5,Daily,98.02,1,1768,150ml,Sensitive,Female,Compact,Glycerin,0,Germany
11185,Super Lip Gloss,Huda Beauty,6,Weekly,18.69,3.3,9025,30ml,Dry,Male,Spray,Aloe Vera,0,Germany
11186,Magic Bronzer,Rare Beauty,17,Monthly,73.86,3.8,5016,100ml,Normal,Female,Jar,Shea Butter,0,Australia
11187,Magic Concealer,Kiehl’s,11,Weekly,75.57,2.2,6266,30ml,Normal,Unisex,Bottle,Hyaluronic Acid,1,USA
11188,Perfect Highlighter,Hourglass,10,Weekly,48.38,4.2,8883,200ml,Oily,Female,Compact,Hyaluronic Acid,0,Italy
11189,Perfect Moisturizer,Kiehl’s,17,Occasional,78.74,3.7,7654,30ml,Sensitive,Male,Stick,Glycerin,1,Germany
11190,Ultra Serum,Tatcha,9,Weekly,38.36,3.5,1921,50ml,Dry,Unisex,Spray,Vitamin C,0,Italy
11191,Perfect Exfoliator,Bite Beauty,22,Weekly,121.22,4.9,6538,150ml,Sensitive,Unisex,Compact,Salicylic Acid,1,Australia
11192,Ultra Eyeliner,Glossier,17,Weekly,86.44,1.3,5477,50ml,Sensitive,Female,Tube,Glycerin,1,UK
11193,Magic Mascara,Sisley,19,Weekly,117.76,3.7,3827,200ml,Oily,Unisex,Compact,Shea Butter,1,Japan
11194,Magic Foundation,Too Faced,14,Monthly,108.24,2,6589,200ml,Oily,Female,Stick,Aloe Vera,1,UK
11195,Perfect Bronzer,E.l.f.,15,Daily,103.68,4.5,7051,250ml,Oily,Female,Stick,Shea Butter,1,UK
11196,Ultra Powder,Charlotte Tilbury,20,Weekly,49.3,4.6,6166,30ml,Oily,Male,Spray,Shea Butter,1,France
11197,Super Face Mask,Sisley,4,Monthly,48.77,4.3,9811,150ml,Sensitive,Male,Stick,Hyaluronic Acid,1,South Korea
11198,Perfect Eyeliner,Kiehl’s,13,Monthly,149.91,3.9,9177,250ml,Dry,Male,Spray,Glycerin,1,Italy
11199,Ultra Foundation,KVD Beauty,18,Occasional,36.68,2.2,539,200ml,Sensitive,Unisex,Compact,Glycerin,0,South Korea
11200,Ultra CC Cream,Drunk Elephant,4,Weekly,138.44,3.2,6029,150ml,Combination,Female,Compact,Retinol,0,Germany
11201,Perfect Eyeliner,Juvia’s Place,18,Monthly,84.73,2,522,250ml,Normal,Unisex,Bottle,Retinol,0,France
11202,Divine Concealer,Juvia’s Place,10,Monthly,72.39,2.1,6657,30ml,Dry,Female,Jar,Shea Butter,1,Italy
11203,Ultra Cleanser,Milk Makeup,17,Monthly,10.96,4.8,5714,30ml,Sensitive,Unisex,Jar,Shea Butter,1,Italy
11204,Ultra Highlighter,Perricone MD,15,Monthly,131.27,1.8,9870,100ml,Dry,Female,Compact,Salicylic Acid,1,Australia
11205,Divine Eyeliner,Pat McGrath Labs,18,Daily,134.4,1.6,7428,200ml,Normal,Female,Spray,Glycerin,1,UK
11206,Magic Powder,Pat McGrath Labs,16,Weekly,67.78,2.2,9402,100ml,Normal,Female,Bottle,Vitamin C,1,UK
11207,Magic Lipstick,Glossier,21,Weekly,136.96,1.6,1348,150ml,Normal,Male,Jar,Retinol,0,UK
11208,Ultra Lipstick,Morphe,17,Daily,37.1,3.8,8902,150ml,Dry,Male,Spray,Salicylic Acid,0,USA
11209,Perfect Concealer,Bourjois,8,Weekly,116.09,3.9,7762,30ml,Combination,Female,Stick,Retinol,0,UK
11210,Divine Highlighter,Clinique,14,Monthly,148.14,1.8,3715,250ml,Oily,Female,Jar,Hyaluronic Acid,0,UK
11211,Ultra Face Mask,Pat McGrath Labs,9,Occasional,114.61,2.2,7331,100ml,Oily,Unisex,Jar,Glycerin,0,South Korea
11212,Super BB Cream,Charlotte Tilbury,23,Daily,27.09,4.3,9810,250ml,Dry,Male,Compact,Salicylic Acid,0,South Korea
11213,Divine CC Cream,IT Cosmetics,23,Occasional,44.54,3.1,9421,150ml,Combination,Unisex,Bottle,Shea Butter,1,Japan
11214,Perfect CC Cream,KVD Beauty,8,Daily,125.33,1.1,2496,50ml,Normal,Male,Spray,Glycerin,0,USA
11215,Divine Contour,Natasha Denona,22,Monthly,44.63,3,6978,100ml,Combination,Unisex,Bottle,Salicylic Acid,0,UK
11216,Perfect Eye Shadow,IT Cosmetics,23,Weekly,142.76,1.5,7857,50ml,Oily,Female,Bottle,Hyaluronic Acid,0,South Korea
11217,Ultra Concealer,Tatcha,23,Monthly,56.77,3.3,7612,200ml,Dry,Unisex,Tube,Shea Butter,0,USA
11218,Magic Mascara,Milk Makeup,12,Occasional,35.15,3.2,6226,200ml,Normal,Female,Compact,Aloe Vera,0,Australia
11219,Divine Moisturizer,Drunk Elephant,13,Monthly,92.91,1.3,4256,150ml,Sensitive,Unisex,Stick,Glycerin,0,USA
11220,Super Foundation,Urban Decay,7,Daily,106.54,3.5,7089,250ml,Dry,Female,Bottle,Hyaluronic Acid,1,Germany
11221,Perfect CC Cream,Perricone MD,15,Monthly,58.34,4.5,2238,200ml,Dry,Male,Spray,Glycerin,0,UK
11222,Divine Blush,ColourPop,2,Weekly,37.75,2.1,8461,100ml,Sensitive,Unisex,Compact,Salicylic Acid,1,USA
11223,Super Eye Shadow,Perricone MD,8,Occasional,66.98,2.9,3113,250ml,Dry,Male,Jar,Retinol,0,USA
11224,Perfect Concealer,Rare Beauty,3,Daily,116.04,4.9,6892,30ml,Oily,Female,Bottle,Aloe Vera,1,USA
11225,Super Setting Spray,IT Cosmetics,23,Occasional,135.23,2.8,1031,30ml,Sensitive,Unisex,Bottle,Retinol,0,USA
11226,Perfect Lip Gloss,Sisley,13,Weekly,21.11,4.1,8252,50ml,Dry,Unisex,Bottle,Glycerin,0,Japan
11227,Magic Serum,Milk Makeup,9,Weekly,15.66,1.1,5721,30ml,Oily,Female,Spray,Retinol,0,France
11228,Super Concealer,Rare Beauty,15,Weekly,14.3,3.7,9430,30ml,Oily,Male,Tube,Retinol,1,Japan
11229,Divine Lipstick,Perricone MD,4,Daily,88.09,4.3,8750,250ml,Sensitive,Male,Tube,Aloe Vera,0,Australia
11230,Magic Primer,E.l.f.,18,Daily,50.36,4.2,3791,150ml,Oily,Female,Spray,Aloe Vera,0,UK
11231,Divine Highlighter,Clinique,8,Daily,110.93,4.3,7510,250ml,Sensitive,Male,Bottle,Retinol,1,Japan
11232,Divine Serum,Too Faced,12,Weekly,67.56,4.8,2083,200ml,Sensitive,Unisex,Jar,Vitamin C,1,Germany
11233,Divine Face Mask,Clinique,10,Daily,10.64,4.2,3208,50ml,Oily,Male,Bottle,Aloe Vera,1,Japan
11234,Ultra Concealer,Tatcha,9,Weekly,94.71,3.6,8557,250ml,Sensitive,Male,Compact,Shea Butter,0,Australia
11235,Perfect Cleanser,NARS,2,Weekly,39.46,4,5031,150ml,Sensitive,Female,Stick,Salicylic Acid,1,Germany
11236,Super Face Oil,Kylie Cosmetics,1,Daily,32.61,1.9,9453,150ml,Oily,Unisex,Compact,Salicylic Acid,1,Italy
11237,Magic Mascara,RMS Beauty,24,Occasional,43.08,2.5,7883,50ml,Dry,Male,Spray,Glycerin,1,UK
11238,Divine Serum,Fenty Beauty,17,Monthly,35.6,1.8,2246,250ml,Oily,Male,Compact,Glycerin,0,Germany
11239,Ultra Powder,KVD Beauty,16,Daily,99.46,1.7,2803,100ml,Normal,Male,Spray,Hyaluronic Acid,0,Italy
11240,Super Face Mask,NARS,16,Daily,45.78,2.3,9008,150ml,Combination,Male,Stick,Salicylic Acid,1,UK
11241,Divine Lip Liner,E.l.f.,8,Daily,48.46,1.1,3391,250ml,Normal,Male,Jar,Glycerin,1,USA
11242,Magic Moisturizer,Kiehl’s,22,Monthly,34.26,4.5,724,100ml,Combination,Male,Tube,Aloe Vera,1,France
11243,Super Highlighter,Pat McGrath Labs,17,Monthly,146.67,1.7,610,30ml,Dry,Unisex,Compact,Retinol,0,France
11244,Divine BB Cream,Huda Beauty,9,Occasional,50.45,3.1,799,30ml,Oily,Female,Spray,Shea Butter,1,France
11245,Super Makeup Remover,Danessa Myricks,6,Occasional,36.39,3.1,6929,30ml,Combination,Female,Bottle,Salicylic Acid,0,Germany
11246,Ultra Moisturizer,Perricone MD,17,Occasional,58.68,1,504,200ml,Normal,Male,Tube,Shea Butter,0,Australia
11247,Perfect Lip Gloss,Glossier,22,Daily,63.64,2,7334,250ml,Combination,Female,Compact,Retinol,0,Japan
11248,Perfect CC Cream,Anastasia Beverly Hills,4,Occasional,100.21,4.3,4022,250ml,Normal,Male,Compact,Vitamin C,0,South Korea
11249,Magic Eye Shadow,Drunk Elephant,6,Monthly,59.63,4.7,3668,250ml,Sensitive,Male,Bottle,Vitamin C,0,South Korea
11250,Divine Powder,Rare Beauty,5,Weekly,128.34,3.1,577,200ml,Dry,Female,Jar,Glycerin,1,UK
11251,Divine Exfoliator,Pat McGrath Labs,15,Occasional,15.98,3.7,4171,150ml,Dry,Unisex,Spray,Retinol,0,UK
11252,Super Cleanser,Rare Beauty,14,Occasional,39.25,1.8,3807,150ml,Combination,Male,Compact,Glycerin,1,South Korea
11253,Ultra Mascara,Milk Makeup,2,Daily,87.56,2.9,7681,250ml,Combination,Female,Compact,Aloe Vera,0,South Korea
11254,Super Face Mask,NARS,18,Monthly,24.25,2.6,5685,250ml,Normal,Male,Spray,Hyaluronic Acid,0,Italy
11255,Perfect Highlighter,Tarte,21,Monthly,134.63,1.2,5611,250ml,Dry,Unisex,Jar,Hyaluronic Acid,0,Italy
11256,Super CC Cream,Milk Makeup,5,Monthly,123.16,5,3007,250ml,Sensitive,Unisex,Tube,Shea Butter,1,Australia
11257,Ultra BB Cream,Rare Beauty,20,Weekly,32.14,4,7422,100ml,Sensitive,Female,Bottle,Shea Butter,1,Japan
11258,Ultra Foundation,RMS Beauty,18,Occasional,109.07,3.2,7597,250ml,Normal,Unisex,Stick,Retinol,0,Japan
11259,Perfect Bronzer,Hourglass,14,Daily,76.95,1.1,6887,200ml,Oily,Female,Spray,Vitamin C,0,Japan
11260,Super Bronzer,Bourjois,17,Monthly,73.37,3.9,4646,30ml,Dry,Male,Spray,Hyaluronic Acid,0,Australia
11261,Magic Primer,Milk Makeup,20,Occasional,78.14,3.5,5585,50ml,Dry,Male,Spray,Shea Butter,0,Japan
11262,Ultra Moisturizer,Yves Saint Laurent,14,Daily,115.72,4.6,2989,100ml,Oily,Unisex,Bottle,Glycerin,0,France
11263,Super BB Cream,Laura Mercier,16,Daily,76.09,3.2,9085,30ml,Oily,Unisex,Spray,Shea Butter,0,UK
11264,Divine Lipstick,Ilia Beauty,19,Occasional,21.07,1.7,1905,200ml,Normal,Male,Jar,Retinol,1,France
11265,Magic Lip Liner,Tarte,10,Daily,138.56,1.7,2936,100ml,Oily,Unisex,Bottle,Shea Butter,1,Australia
11266,Ultra Makeup Remover,Morphe,4,Monthly,87,3,6210,200ml,Sensitive,Female,Stick,Salicylic Acid,0,South Korea
11267,Super Mascara,Morphe,4,Occasional,26.82,2.2,7906,30ml,Combination,Female,Stick,Salicylic Acid,1,Japan
11268,Divine Highlighter,Juvia’s Place,11,Weekly,114.62,4.7,7577,150ml,Sensitive,Male,Jar,Shea Butter,1,USA
11269,Perfect Powder,Drunk Elephant,24,Monthly,102.63,3.2,560,150ml,Combination,Female,Stick,Vitamin C,0,UK
11270,Super Lipstick,Bourjois,2,Monthly,142.06,2.4,4466,50ml,Dry,Male,Stick,Glycerin,1,Japan
11271,Perfect Eye Shadow,IT Cosmetics,23,Monthly,75.35,4.7,7494,30ml,Combination,Unisex,Jar,Glycerin,1,UK
11272,Perfect Eye Shadow,Hourglass,14,Monthly,32.49,2.5,6480,50ml,Oily,Female,Stick,Aloe Vera,0,Italy
11273,Perfect Blush,Pat McGrath Labs,4,Daily,39.68,3.5,1730,30ml,Oily,Unisex,Compact,Vitamin C,1,USA
